,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speeds,Country,Date
388,carballo,43.21,-8.69,68.0,68,20,9.17,ES,1604066175
389,barabai,-2.58,115.38,78.44,80,49,2.08,ID,1604066175
390,ostrovnoy,68.05,39.51,33.31,92,44,19.73,RU,1604066175
391,birin,26.89,88.07,60.8,67,18,4.83,NP,1604066175
392,hovd,48.01,91.64,31.91,79,100,4.14,MN,1604066175
393,iwaki,37.05,140.88,51.01,64,0,4.0,JP,1604066175
394,non thai,15.2,102.04,79.0,99,85,5.26,TH,1604066175
395,jacareacanga,-6.22,-57.75,77.0,94,90,5.82,BR,1604065942
396,igarka,67.47,86.58,5.52,93,100,12.17,RU,1604066176
397,pisco,-13.7,-76.22,64.99,77,96,6.93,PE,1604065941
398,oistins,13.07,-59.53,86.0,74,75,25.28,BB,1604065888
399,portland,45.52,-122.68,48.99,93,90,8.05,US,1604065699
400,blyth,55.13,-1.51,54.0,81,20,4.7,GB,1604066176
401,tateyama,34.98,139.87,55.0,30,70,16.53,JP,1604066176
402,amos,48.57,-78.12,16.0,90,0,1.01,CA,1604066176
403,garden city,42.33,-83.33,39.2,74,90,9.17,US,1604066102
404,tailai,46.38,123.4,45.37,53,100,15.99,CN,1604066176
405,fukue,32.69,128.84,64.53,66,0,26.93,JP,1604065887
406,sjenica,43.27,20.0,49.08,62,95,7.47,RS,1604066176
407,san juan,-31.54,-68.54,67.91,25,0,5.59,AR,1604066149
408,fonte boa,-2.5,-66.27,89.08,59,14,4.09,BR,1604066176
409,gueret,46.17,1.87,61.0,72,0,2.24,FR,1604066176
410,katherine,-14.47,132.27,77.0,25,1,4.7,AU,1604066176
411,tibacuy,4.35,-72.46,83.82,72,60,5.82,CO,1604066176
412,vila velha,-20.33,-40.29,82.99,74,75,13.87,BR,1604065886
413,pevek,69.7,170.31,23.11,92,81,9.69,RU,1604066177
414,westerland,54.91,8.3,57.2,93,75,17.22,DE,1604066177
415,valparaiso,-33.04,-71.63,53.6,76,0,4.7,CL,1604065906
416,verkhnyaya toyma,62.23,45.0,42.46,91,100,8.52,RU,1604066177
417,soyo,-6.13,12.37,79.5,79,100,9.91,AO,1604066177
418,aykhal,66.0,111.5,-8.64,89,6,1.88,RU,1604066177
419,frontera,26.93,-101.45,55.99,54,0,2.57,MX,1604066177
420,caborca,30.58,-111.1,55.51,39,0,4.9,MX,1604066177
421,baiyin,36.56,104.21,48.99,35,0,8.95,CN,1604066177
422,tecoanapa,16.52,-98.75,78.17,79,4,2.89,MX,1604066177
423,strezhevoy,60.73,77.59,30.2,100,90,4.47,RU,1604066177
424,hun,29.13,15.95,74.07,32,54,9.86,LY,1604066177
425,koundara,12.48,-13.3,98.44,20,0,3.65,GN,1604066177
426,damavand,35.72,52.06,73.4,15,0,6.93,IR,1604066177
427,machiques,10.06,-72.55,81.88,72,100,2.91,VE,1604066177
428,chauk,20.88,94.82,76.53,85,61,4.07,MM,1604066177
429,petropavlovsk-kamchatskiy,53.05,158.65,37.4,93,75,2.24,RU,1604066178
430,sao jose,-28.23,-49.17,65.14,60,99,4.07,BR,1604066178
431,hambantota,6.12,81.12,81.57,77,54,15.35,LK,1604065909
432,waipawa,-41.41,175.52,62.6,88,98,18.34,NZ,1604066178
433,celestun,20.87,-90.4,76.84,87,99,14.58,MX,1604066178
434,burnie,-41.07,145.92,51.01,75,38,5.99,AU,1604066178
435,panaba,21.28,-88.27,78.62,89,13,10.71,MX,1604066178
436,nalut,30.33,10.85,74.07,24,0,6.96,LY,1604066178
437,okhotsk,59.38,143.3,22.71,89,100,14.83,RU,1604066035
438,altagracia de orituco,9.86,-66.38,82.72,71,78,4.81,VE,1604066178
439,santiago del estero,-27.8,-64.26,66.76,32,84,8.3,AR,1604066178
440,haines junction,60.75,-137.51,22.42,94,100,3.33,CA,1604065966
441,tiksi,71.69,128.87,12.31,96,100,6.22,RU,1604066179
442,puerto escondido,15.85,-97.07,75.2,78,75,8.05,MX,1604066179
443,srednekolymsk,67.45,153.68,6.22,95,100,3.78,RU,1604066054
444,huron,41.15,-82.55,42.01,87,100,14.45,US,1604066179
445,henties bay,-22.12,14.28,62.01,78,0,16.49,NA,1604065938
446,nouadhibou,20.93,-17.03,75.2,69,0,16.11,MR,1604066179
447,zabid,14.2,43.32,87.12,54,0,13.02,YE,1604066179
448,hutang,31.53,119.48,53.01,82,0,4.0,CN,1604066179
449,kasulu,-4.58,30.1,82.4,69,40,14.99,TZ,1604066179
450,maraa,-1.83,-65.37,89.78,58,25,4.47,BR,1604066179
451,pringsewu,-5.36,104.97,76.95,86,100,1.59,ID,1604066179
452,sao felix do xingu,-6.64,-51.99,75.6,92,100,6.85,BR,1604066179
453,pa sang,18.53,98.94,75.99,88,75,6.93,TH,1604066179
454,sur,22.57,59.53,76.96,65,0,7.54,OM,1604066179
455,victor harbor,-35.57,138.62,57.99,84,83,4.0,AU,1604066180
456,faya,18.39,42.45,75.2,28,20,6.93,SA,1604066180
457,tonekabon,36.82,50.87,71.6,78,40,2.24,IR,1604065910
458,angoche,-16.23,39.91,83.41,63,0,13.67,MZ,1604066180
459,san-pedro,4.75,-6.64,83.77,70,2,6.15,CI,1604066180
460,san policarpo,12.18,125.51,82.45,82,100,15.35,PH,1604065977
461,veraval,20.9,70.37,81.84,63,0,6.53,IN,1604066180
462,ginda,30.69,78.49,52.77,44,0,5.73,IN,1604066180
463,ronne,55.1,14.71,50.0,93,100,6.93,DK,1604066180
464,aksarka,66.56,67.8,34.79,98,100,10.27,RU,1604066180
465,wakkanai,45.41,141.67,45.19,74,33,14.09,JP,1604066180
466,manzhouli,49.6,117.43,32.32,88,100,6.76,CN,1604066180
467,russell,32.35,-85.2,54.0,71,90,9.17,US,1604066181
468,arlit,18.74,7.39,93.92,10,0,15.52,NE,1604066181
469,mantua,45.17,10.78,66.99,72,84,1.99,IT,1604066045
470,jvari,42.72,42.05,67.53,44,0,3.11,GE,1604066181
471,oktyabrskiy,54.48,53.47,36.97,79,99,6.87,RU,1604066181
472,madison,34.73,-86.57,51.01,81,90,10.29,US,1604066181
473,belaya gora,68.53,146.42,7.45,95,100,7.05,RU,1604066181
474,havre-saint-pierre,50.23,-63.6,30.96,87,0,14.74,CA,1604066181
475,moranbah,-22.0,148.05,76.3,40,0,15.14,AU,1604066181
476,nizhniy chir,48.36,43.09,57.07,75,63,9.01,RU,1604066181
477,severnyy,50.68,36.55,50.0,76,90,4.47,RU,1604066181
478,sosua,19.77,-70.52,82.99,88,40,6.93,DO,1604066047
479,mandalgovi,45.76,106.27,29.61,72,0,23.6,MN,1604065953
480,cockburn town,21.46,-71.14,83.35,78,100,18.41,TC,1604066182
481,margate,51.38,1.39,61.0,88,94,7.0,GB,1604066182
482,alta floresta,-9.88,-56.09,77.0,94,75,4.7,BR,1604066182
483,lavrentiya,65.58,-171.0,21.94,87,100,8.39,RU,1604065968
484,eidsvoll,60.33,11.26,36.0,100,90,3.36,NO,1604066182
485,tahe,52.33,124.73,24.64,97,100,2.21,CN,1604066182
486,salekhard,66.53,66.6,35.01,98,100,10.11,RU,1604066182
487,sorland,67.67,12.69,37.4,69,20,13.87,NO,1604066182
488,santo angelo,-28.3,-54.26,66.2,55,20,20.8,BR,1604066182
489,huambo,-12.78,15.74,80.6,51,75,14.99,AO,1604066182
490,oktyabrskoye,43.06,44.74,62.6,63,0,8.95,RU,1604066182
491,port blair,11.67,92.75,81.03,82,89,9.08,IN,1604066182
492,chaumont,48.12,5.13,57.99,73,73,3.0,FR,1604066182
493,san carlos de bariloche,-41.15,-71.31,59.0,24,0,3.36,AR,1604066182
494,talnakh,69.49,88.4,3.47,89,100,9.93,RU,1604066183
495,taoudenni,22.68,-3.98,92.88,11,100,11.81,ML,1604065963
496,craigieburn,-37.6,144.95,57.2,87,75,12.75,AU,1604066183
497,motema,8.6,-11.03,90.41,37,56,4.74,SL,1604066183
498,kiama,-34.68,150.87,62.01,90,100,5.23,AU,1604066183
499,tambura,5.6,27.47,77.56,77,53,6.67,SS,1604066183
500,brewster,41.4,-73.62,35.01,96,90,9.17,US,1604066183
501,kiunga,-6.12,141.29,73.22,97,77,2.08,PG,1604066183
502,maragogi,-9.01,-35.22,82.94,69,30,12.12,BR,1604066045
503,silikatnyy,53.99,48.33,37.4,100,75,4.47,RU,1604066184
504,poso,-1.4,120.75,79.68,72,61,3.94,ID,1604066184
505,anadyr,64.75,177.48,5.0,84,0,2.24,RU,1604066184
506,plettenberg bay,-34.05,23.37,61.29,50,1,7.34,ZA,1604066184
507,lucapa,-8.42,20.74,79.83,61,64,3.74,AO,1604066184
508,twentynine palms,34.14,-116.05,55.99,23,1,5.82,US,1604066184
509,umri,26.51,78.94,75.72,19,0,4.07,IN,1604066185
510,champerico,14.3,-91.92,73.4,94,40,4.94,GT,1604066185
511,roald,62.58,6.13,50.0,61,75,12.75,NO,1604066185
512,numan,9.47,12.03,100.2,18,86,2.98,NG,1604065945
513,paralia,38.2,21.7,71.6,56,20,4.7,GR,1604066185
514,nombre de dios,23.85,-104.23,33.8,69,5,2.48,MX,1604066186
515,oksbol,55.63,8.29,57.2,93,92,10.29,DK,1604066186
516,sola,-13.88,167.55,80.82,78,100,16.42,VU,1604066186
517,deputatskiy,69.3,139.9,3.34,96,100,1.16,RU,1604066186
518,rio bueno,-40.32,-72.97,50.0,87,90,5.82,CL,1604066187
519,yerofey pavlovich,53.97,121.97,21.09,94,80,3.04,RU,1604066187
520,mount gambier,-37.83,140.77,51.8,93,40,11.41,AU,1604066187
521,abha,18.22,42.51,75.2,28,20,6.93,SA,1604066187
522,padilla,3.22,-76.31,71.6,88,75,3.36,CO,1604066187
523,dauriya,49.93,116.87,33.66,84,100,9.22,RU,1604066187
524,chilca,-12.52,-76.74,63.0,87,90,4.7,PE,1604066187
525,awbari,26.59,12.78,78.35,28,0,10.92,LY,1604066187
526,naze,28.37,129.48,71.6,64,20,16.11,JP,1604065941
527,ulladulla,-35.35,150.47,60.01,100,75,2.24,AU,1604066187
528,eching,48.3,11.62,59.0,71,75,10.29,DE,1604066187
529,katangli,51.71,143.23,32.43,93,0,4.14,RU,1604066187
530,rawson,-43.3,-65.1,66.69,26,3,3.89,AR,1604066188
531,marabba,12.35,32.18,100.42,14,87,6.13,SD,1604066188
532,chincholi,17.47,77.43,74.5,70,51,7.65,IN,1604066188
533,rio gallegos,-51.62,-69.22,55.4,47,0,20.8,AR,1604066188
534,itarema,-2.92,-39.92,87.57,54,75,18.32,BR,1604066188
535,talaya,61.38,152.75,13.03,89,1,3.18,RU,1604066188
536,yulara,-25.24,130.99,68.0,19,100,8.05,AU,1604066188
537,capao da canoa,-29.75,-50.01,64.42,59,98,6.76,BR,1604066188
538,yakeshi,49.28,120.73,31.24,93,100,3.53,CN,1604066188
539,grand gaube,-20.01,57.66,72.0,49,0,5.99,MU,1604066188
540,karatuzskoye,53.61,92.87,34.16,87,100,14.18,RU,1604066188
541,valley station,38.11,-85.87,45.0,70,90,9.17,US,1604066188
542,kingaroy,-26.53,151.83,69.8,73,0,9.17,AU,1604066188
543,mana,5.66,-53.78,87.26,66,47,14.05,GF,1604066183
